RAOB/Space
    Balloon release date and time                	2017-02-03T18:44:12
    Station name                                 	SFSC RB31-101
    Sonde type                                   	RS41-SGP
    System trademark and model                   	MW41
    Software version                             	MW41 2.5.0
    Sonde software version                       	2.2.13
    Sounding status                              	Ok

     P  Temp  Dewp  RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C   %   °   m/s         m      °       °          min
 278.6 -49.5 -55.9  48 262  60.5      9635 37.934 -74.768        29.43
 278.4 -49.5 -55.9  48 262  60.6      9639 37.934 -74.767        29.45
 278.2 -49.6 -55.8  49 262  60.6      9644 37.934 -74.766        29.46
 278.0 -49.6 -55.5  51 262  60.7      9650 37.934 -74.766        29.48
 277.7 -49.7 -55.2  53 262  60.8      9654 37.934 -74.765        29.50
 277.5 -49.7 -54.9  55 262  60.8      9661 37.934 -74.764        29.51
 277.3 -49.7 -54.7  57 263  60.8      9667 37.934 -74.764        29.53
 277.0 -49.8 -54.5  58 263  60.8      9673 37.934 -74.763        29.55
 276.8 -49.8 -54.5  59 263  60.8      9678 37.934 -74.762        29.56
 276.5 -49.9 -54.5  59 263  60.8      9684 37.934 -74.762        29.58
 276.2 -49.9 -54.5  59 263  60.8      9691 37.934 -74.761        29.60
 276.0 -50.0 -54.7  58 263  60.8      9697 37.935 -74.760        29.61
 275.8 -50.0 -54.8  57 263  60.8      9704 37.935 -74.760        29.63
 275.5 -50.1 -55.0  56 263  60.7      9710 37.935 -74.759        29.65
 275.3 -50.1 -55.2  56 263  60.7      9715 37.935 -74.758        29.66
 275.1 -50.2 -55.3  55 263  60.7      9718 37.935 -74.758        29.68
 274.9 -50.2 -55.4  55 263  60.6      9723 37.935 -74.757        29.70
 274.7 -50.3 -55.6  54 263  60.6      9728 37.935 -74.756        29.71
 274.5 -50.3 -55.7  54 263  60.6      9733 37.935 -74.756        29.73
 274.3 -50.4 -55.7  54 263  60.6      9738 37.935 -74.755        29.75
 274.1 -50.4 -55.7  54 263  60.6      9741 37.935 -74.754        29.76
 273.9 -50.5 -55.7  55 263  60.5      9745 37.935 -74.754        29.78
 273.7 -50.5 -55.6  55 263  60.5      9750 37.935 -74.753        29.80
 273.5 -50.5 -55.5  55 263  60.6      9755 37.935 -74.752        29.81
 273.3 -50.5 -55.5  56 263  60.6      9760 37.935 -74.751        29.83
 273.1 -50.5 -55.4  56 263  60.6      9766 37.935 -74.751        29.85
 272.9 -50.5 -55.4  57 263  60.6      9771 37.935 -74.750        29.86
 272.7 -50.5 -55.4  56 262  60.7      9776 37.936 -74.749        29.88
 272.5 -50.5 -55.5  56 262  60.7      9782 37.936 -74.749        29.90
 272.3 -50.6 -55.7  55 262  60.8      9786 37.936 -74.748        29.91
 272.1 -50.6 -55.7  55 262  60.8      9791 37.936 -74.747        29.93
 271.8 -50.6 -55.7  55 262  60.9      9795 37.936 -74.747        29.95
 271.6 -50.6 -55.7  55 262  60.9      9800 37.936 -74.746        29.96
 271.4 -50.7 -55.6  56 262  61.0      9805 37.936 -74.745        29.98
 271.2 -50.7 -55.6  57 262  61.1      9810 37.936 -74.745        30.00
 271.0 -50.8 -55.6  57 262  61.1      9815 37.936 -74.744        30.01
 270.8 -50.9 -55.6  58 262  61.2      9820 37.936 -74.743        30.03
 270.5 -51.0 -55.6  58 262  61.2      9827 37.936 -74.743        30.05
 270.3 -51.0 -55.7  58 262  61.3      9833 37.936 -74.742        30.06
 270.0 -51.1 -55.8  58 262  61.3      9839 37.936 -74.741        30.08
 269.8 -51.2 -55.9  58 262  61.3      9846 37.936 -74.741        30.10
 269.5 -51.2 -56.0  57 261  61.3      9853 37.937 -74.740        30.11
 269.3 -51.2 -56.1  57 261  61.3      9859 37.937 -74.739        30.13
 269.0 -51.2 -56.2  56 261  61.3      9863 37.937 -74.738        30.15
 268.8 -51.3 -56.5  54 261  61.3      9868 37.937 -74.738        30.16
 268.6 -51.4 -56.9  52 261  61.3      9873 37.937 -74.737        30.18
 268.4 -51.4 -57.3  50 261  61.3      9878 37.937 -74.736        30.20
 268.1 -51.5 -57.8  47 261  61.2      9885 37.937 -74.736        30.21
 267.9 -51.5 -58.3  45 261  61.2      9891 37.937 -74.735        30.23
 267.6 -51.6 -58.8  42 261  61.1      9897 37.937 -74.734        30.25
 267.4 -51.6 -59.3  40 261  61.1      9902 37.937 -74.734        30.26
 267.1 -51.6 -59.7  38 261  61.0      9908 37.937 -74.733        30.28
 266.9 -51.6 -60.0  37 261  60.9      9916 37.938 -74.732        30.30
 266.6 -51.7 -60.1  36 261  60.8      9923 37.938 -74.732        30.31
 266.3 -51.7 -60.1  37 261  60.8      9929 37.938 -74.731        30.33
 266.1 -51.8 -59.9  38 261  60.7      9937 37.938 -74.730        30.35
 265.9 -51.9 -59.7  39 261  60.6      9943 37.938 -74.729        30.36
 265.6 -52.0 -59.6  40 261  60.5      9947 37.938 -74.729        30.38
 265.4 -52.0 -59.5  41 261  60.5      9952 37.938 -74.728        30.40
 265.2 -52.1 -59.4  41 261  60.4      9956 37.938 -74.727        30.41
 265.0 -52.1 -59.4  42 261  60.3      9960 37.938 -74.727        30.43
 264.8 -52.1 -59.3  43 261  60.2      9966 37.938 -74.726        30.45
 264.6 -52.2 -59.2  43 261  60.2      9970 37.938 -74.726        30.46
 264.4 -52.3 -59.2  44 261  60.1      9975 37.938 -74.725        30.48
 264.2 -52.3 -59.1  44 261  60.1      9980 37.939 -74.724        30.50
 264.1 -52.4 -59.1  45 261  60.0      9985 37.939 -74.723        30.51
 263.9 -52.4 -59.1  45 261  60.0      9989 37.939 -74.723        30.53
 263.7 -52.4 -59.1  45 261  59.9      9993 37.939 -74.722        30.55
 263.5 -52.5 -59.1  45 261  59.9      9998 37.939 -74.721        30.56
 263.3 -52.5 -59.1  45 261  59.9     10003 37.939 -74.721        30.58
 263.1 -52.5 -59.1  45 261  59.8     10008 37.939 -74.720        30.60
 262.8 -52.5 -59.2  45 261  59.8     10014 37.939 -74.719        30.61
 262.6 -52.6 -59.3  45 260  59.8     10019 37.939 -74.719        30.63
 262.4 -52.7 -59.5  44 260  59.8     10024 37.939 -74.718        30.65
 262.2 -52.7 -59.6  44 260  59.8     10029 37.939 -74.717        30.66
 262.0 -52.8 -59.8  43 260  59.9     10035 37.940 -74.717        30.68
 261.8 -52.8 -59.9  43 260  59.9     10041 37.940 -74.716        30.70
 261.6 -52.9 -60.1  42 260  59.9     10047 37.940 -74.715        30.71
 261.4 -52.9 -60.1  42 260  59.9     10051 37.940 -74.715        30.73
 261.2 -52.9 -60.2  42 260  60.0     10057 37.940 -74.714        30.75
 261.0 -53.0 -60.2  42 260  60.0     10061 37.940 -74.713        30.76
 260.8 -53.0 -60.2  42 260  60.1     10064 37.940 -74.713        30.78
 260.6 -53.0 -60.2  42 260  60.1     10070 37.940 -74.712        30.80
 260.4 -53.1 -60.2  42 260  60.2     10074 37.940 -74.711        30.81
 260.2 -53.1 -60.2  42 260  60.3     10078 37.940 -74.711        30.83
 260.0 -53.2 -60.2  42 260  60.4     10084 37.940 -74.710        30.85
 259.8 -53.2 -60.2  43 260  60.4     10088 37.941 -74.709        30.86
 259.6 -53.2 -60.2  43 260  60.5     10092 37.941 -74.709        30.88
 259.4 -53.3 -60.2  43 260  60.6     10098 37.941 -74.708        30.90
 259.2 -53.3 -60.2  43 260  60.7     10104 37.941 -74.707        30.91
 259.0 -53.3 -60.2  43 260  60.8     10108 37.941 -74.707        30.93
 258.7 -53.3 -60.2  44 260  60.9     10114 37.941 -74.706        30.95
 258.5 -53.4 -60.2  44 260  61.0     10121 37.941 -74.705        30.96
 258.2 -53.5 -60.2  44 260  61.1     10128 37.941 -74.705        30.98
 258.0 -53.5 -60.2  44 260  61.2     10134 37.941 -74.704        31.00
 257.7 -53.6 -60.2  45 260  61.2     10141 37.941 -74.703        31.01
 257.5 -53.6 -60.2  45 261  61.3     10148 37.941 -74.703        31.03
 257.2 -53.6 -60.2  45 261  61.4     10154 37.942 -74.702        31.05
 257.0 -53.7 -60.2  45 261  61.4     10159 37.942 -74.701        31.06
 256.8 -53.7 -60.2  46 261  61.5     10164 37.942 -74.700        31.08
 256.5 -53.7 -60.1  46 261  61.5     10169 37.942 -74.700        31.10
 256.3 -53.8 -60.1  46 261  61.6     10176 37.942 -74.699        31.11
 256.1 -53.9 -60.1  47 261  61.6     10181 37.942 -74.698        31.13
 255.8 -54.0 -60.2  47 261  61.6     10188 37.942 -74.698        31.15
 255.6 -54.0 -60.2  47 261  61.6     10194 37.942 -74.697        31.16
 255.3 -54.1 -60.1  48 261  61.6     10201 37.942 -74.696        31.18
 255.1 -54.1 -60.1  49 261  61.6     10206 37.942 -74.696        31.20
 254.8 -54.2 -60.0  49 261  61.6     10212 37.942 -74.695        31.21
 254.6 -54.3 -60.0  50 261  61.6     10219 37.942 -74.694        31.23
 254.3 -54.3 -59.9  51 261  61.6     10227 37.943 -74.694        31.25
 254.0 -54.4 -59.8  52 261  61.5     10234 37.943 -74.693        31.26
 253.8 -54.5 -59.8  53 261  61.5     10240 37.943 -74.692        31.28
 253.5 -54.6 -59.8  53 261  61.5     10246 37.943 -74.691        31.30
 253.3 -54.7 -59.8  54 261  61.4     10252 37.943 -74.691        31.31
 253.1 -54.7 -59.8  54 260  61.4     10258 37.943 -74.690        31.33
 252.8 -54.8 -59.8  54 260  61.4     10264 37.943 -74.689        31.35
 252.6 -54.8 -59.9  54 260  61.3     10270 37.943 -74.689        31.36
 252.4 -54.8 -60.0  54 260  61.3     10276 37.943 -74.688        31.38
 252.2 -54.9 -60.0  53 260  61.2     10279 37.943 -74.687        31.40
 252.0 -54.9 -60.1  53 260  61.2     10284 37.943 -74.687        31.41
 251.8 -55.0 -60.1  53 260  61.1     10290 37.944 -74.686        31.43
 251.6 -55.0 -60.2  53 260  61.1     10296 37.944 -74.685        31.45
 251.4 -55.0 -60.2  53 260  61.1     10300 37.944 -74.685        31.46
 251.2 -55.1 -60.3  53 260  61.0     10303 37.944 -74.684        31.48
 251.1 -55.2 -60.4  53 260  61.0     10307 37.944 -74.683        31.50
 250.9 -55.2 -60.4  53 260  61.0     10312 37.944 -74.683        31.51
 250.7 -55.3 -60.3  54 260  61.0     10318 37.944 -74.682        31.53
 250.5 -55.3 -60.3  54 260  60.9     10322 37.944 -74.681        31.55
 250.3 -55.3 -60.2  55 260  60.9     10327 37.944 -74.681        31.56
 250.1 -55.3 -60.2  55 260  60.9     10332 37.945 -74.680        31.58
 249.9 -55.4 -60.2  56 260  60.9     10337 37.945 -74.679        31.60
 249.7 -55.5 -60.2  56 259  60.9     10344 37.945 -74.678        31.61
 249.5 -55.5 -60.2  56 259  60.9     10349 37.945 -74.678        31.63
 249.3 -55.5 -60.2  56 259  60.9     10355 37.945 -74.677        31.65
 249.1 -55.5 -60.2  56 259  60.9     10358 37.945 -74.676        31.66
 248.9 -55.6 -60.3  56 259  60.9     10364 37.945 -74.676        31.68
 248.7 -55.6 -60.3  56 259  61.0     10369 37.945 -74.675        31.70
 248.5 -55.7 -60.4  56 259  61.0     10373 37.945 -74.674        31.71
 248.3 -55.7 -60.5  56 259  61.1     10379 37.945 -74.674        31.73
 248.1 -55.8 -60.6  55 259  61.1     10384 37.945 -74.673        31.75
 247.9 -55.8 -60.8  55 259  61.2     10389 37.946 -74.672        31.76
 247.7 -55.9 -60.9  54 259  61.2     10393 37.946 -74.672        31.78
 247.5 -55.9 -61.0  54 259  61.3     10398 37.946 -74.671        31.80
 247.3 -55.9 -61.1  53 259  61.4     10404 37.946 -74.670        31.81
 247.1 -55.9 -61.2  53 259  61.5     10409 37.946 -74.670        31.83
 246.9 -56.0 -61.3  52 259  61.5     10414 37.946 -74.669        31.85
 246.7 -56.0 -61.4  52 259  61.6     10420 37.946 -74.668        31.86
 246.5 -56.1 -61.5  51 259  61.7     10424 37.946 -74.668        31.88
 246.3 -56.1 -61.6  51 259  61.8     10429 37.946 -74.667        31.90
 246.1 -56.1 -61.7  50 259  61.9     10434 37.947 -74.666        31.91
 245.9 -56.2 -61.8  50 259  62.0     10440 37.947 -74.666        31.93
 245.7 -56.3 -61.9  50 259  62.0     10446 37.947 -74.665        31.95
 245.5 -56.3 -61.9  50 259  62.1     10451 37.947 -74.664        31.96
 245.3 -56.4 -62.0  50 259  62.2     10456 37.947 -74.663        31.98
 245.2 -56.4 -62.0  50 259  62.3     10460 37.947 -74.663        32.00
 245.0 -56.5 -62.0  50 259  62.3     10464 37.947 -74.662        32.01
 244.8 -56.5 -62.0  50 259  62.4     10469 37.947 -74.661        32.03
 244.6 -56.5 -62.0  51 259  62.4     10474 37.947 -74.661        32.05
 244.4 -56.5 -61.9  51 259  62.5     10480 37.947 -74.660        32.06
 244.2 -56.6 -61.9  52 259  62.5     10485 37.948 -74.659        32.08
 244.0 -56.6 -61.9  52 259  62.6     10490 37.948 -74.659        32.10
 243.8 -56.7 -61.9  52 259  62.6     10496 37.948 -74.658        32.11
 243.5 -56.7 -61.9  52 259  62.6     10502 37.948 -74.657        32.13
 243.3 -56.8 -62.0  53 259  62.6     10507 37.948 -74.656        32.15
 243.1 -56.9 -62.0  53 259  62.6     10514 37.948 -74.656        32.16
 242.9 -56.9 -61.9  54 259  62.6     10519 37.948 -74.655        32.18
 242.7 -56.9 -61.9  54 259  62.6     10524 37.948 -74.654        32.20
 242.5 -56.9 -61.8  54 259  62.6     10528 37.949 -74.654        32.21
 242.3 -56.9 -61.7  55 259  62.5     10534 37.949 -74.653        32.23
 242.1 -56.9 -61.7  55 259  62.5     10539 37.949 -74.652        32.25
 241.9 -56.9 -61.7  56 259  62.5     10544 37.949 -74.652        32.26
 241.7 -57.0 -61.7  56 259  62.4     10549 37.949 -74.651        32.28
 241.5 -57.0 -61.7  56 259  62.4     10555 37.949 -74.650        32.30
 241.3 -57.1 -61.8  56 259  62.3     10560 37.949 -74.649        32.31
 241.1 -57.1 -61.9  55 259  62.3     10564 37.949 -74.649        32.33
 240.9 -57.2 -62.0  55 259  62.3     10569 37.949 -74.648        32.35
 240.7 -57.2 -62.1  54 259  62.2     10574 37.950 -74.647        32.36
 240.5 -57.3 -62.3  54 259  62.2     10581 37.950 -74.647        32.38
 240.3 -57.4 -62.4  53 259  62.1     10586 37.950 -74.646        32.40
 240.1 -57.4 -62.5  53 259  62.1     10590 37.950 -74.645        32.41
 239.9 -57.5 -62.5  53 259  62.1     10596 37.950 -74.645        32.43
 239.7 -57.5 -62.5  53 259  62.0     10603 37.950 -74.644        32.45
 239.5 -57.5 -62.5  54 259  62.0     10607 37.950 -74.643        32.46
 239.3 -57.6 -62.5  54 259  62.0     10612 37.950 -74.643        32.48
 239.2 -57.6 -62.5  54 259  62.0     10617 37.950 -74.642        32.50
 239.0 -57.7 -62.5  55 259  61.9     10620 37.950 -74.641        32.51
 238.7 -57.7 -62.5  55 259  61.9     10626 37.951 -74.641        32.53
 238.5 -57.8 -62.5  55 259  61.9     10632 37.951 -74.640        32.55
 238.3 -57.8 -62.5  56 259  61.9     10638 37.951 -74.639        32.56
 238.1 -57.9 -62.5  56 259  61.9     10643 37.951 -74.638        32.58
 237.8 -57.9 -62.6  56 259  61.9     10651 37.951 -74.638        32.60
 237.6 -58.0 -62.6  56 259  61.9     10659 37.951 -74.637        32.61
 237.3 -58.0 -62.5  57 259  61.9     10667 37.951 -74.636        32.63
 237.1 -58.1 -62.5  57 259  61.9     10672 37.951 -74.636        32.65
 236.8 -58.1 -62.5  57 259  61.9     10679 37.951 -74.635        32.66
 236.6 -58.2 -62.6  58 259  61.9     10685 37.952 -74.634        32.68
 236.3 -58.2 -62.6  58 259  61.9     10692 37.952 -74.634        32.70
 236.1 -58.3 -62.5  59 259  61.9     10698 37.952 -74.633        32.71
 235.9 -58.4 -62.5  59 259  61.9     10705 37.952 -74.632        32.73
 235.7 -58.4 -62.6  60 259  61.9     10712 37.952 -74.632        32.75
 235.5 -58.5 -62.6  60 259  61.9     10717 37.952 -74.631        32.76
 235.3 -58.6 -62.6  60 259  61.8     10720 37.952 -74.630        32.78
 235.1 -58.7 -62.7  61 259  61.8     10724 37.952 -74.629        32.80
 234.9 -58.7 -62.7  61 259  61.8     10730 37.952 -74.629        32.81
 234.7 -58.8 -62.7  61 259  61.7     10735 37.953 -74.628        32.83
 234.5 -58.8 -62.7  61 259  61.7     10741 37.953 -74.627        32.85
 234.3 -58.8 -62.8  61 259  61.6     10745 37.953 -74.627        32.86
 234.1 -58.8 -62.8  60 259  61.5     10751 37.953 -74.626        32.88
 233.9 -58.8 -63.0  60 259  61.5     10756 37.953 -74.625        32.90
 233.7 -58.9 -63.1  59 259  61.4     10761 37.953 -74.625        32.91
 233.5 -59.0 -63.2  58 259  61.3     10766 37.953 -74.624        32.93
 233.3 -59.0 -63.4  57 259  61.2     10771 37.953 -74.623        32.95
 233.1 -59.1 -63.6  56 259  61.1     10777 37.953 -74.623        32.96
 232.9 -59.2 -63.9  55 259  61.1     10782 37.954 -74.622        32.98
 232.6 -59.2 -64.1  54 259  61.0     10789 37.954 -74.621        33.00
 232.4 -59.2 -64.3  53 259  60.9     10796 37.954 -74.620        33.01
 232.1 -59.3 -64.5  52 259  60.9     10804 37.954 -74.620        33.03
 231.9 -59.3 -64.6  51 259  60.8     10813 37.954 -74.619        33.05
 231.6 -59.4 -64.7  51 259  60.7     10819 37.954 -74.619        33.06
 231.3 -59.4 -64.8  50 260  60.7     10826 37.954 -74.618        33.08
 231.1 -59.5 -64.9  50 260  60.6     10832 37.954 -74.617        33.10
 230.8 -59.6 -65.0  50 260  60.6     10838 37.954 -74.617        33.11
 230.6 -59.7 -65.1  50 260  60.6     10846 37.954 -74.616        33.13
 230.3 -59.7 -65.2  50 260  60.6     10852 37.954 -74.615        33.15
 230.0 -59.8 -65.2  50 260  60.6     10860 37.954 -74.615        33.16
 229.8 -59.9 -65.3  50 260  60.6     10869 37.955 -74.614        33.18
 229.5 -60.0 -65.4  50 260  60.6     10877 37.955 -74.613        33.20
 229.2 -60.0 -65.5  50 260  60.6     10884 37.955 -74.613        33.21
 228.9 -60.1 -65.5  50 260  60.6     10890 37.955 -74.612        33.23
 228.7 -60.1 -65.5  50 260  60.6     10898 37.955 -74.611        33.25
 228.4 -60.2 -65.6  50 260  60.7     10906 37.955 -74.610        33.26
 228.2 -60.2 -65.6  50 260  60.7     10912 37.955 -74.610        33.28
 228.0 -60.3 -65.7  50 260  60.8     10918 37.955 -74.609        33.30
 227.7 -60.4 -65.7  50 260  60.8     10923 37.955 -74.608        33.31
 227.5 -60.4 -65.8  50 260  60.9     10929 37.955 -74.608        33.33
 227.3 -60.5 -65.9  50 260  60.9     10936 37.956 -74.607        33.35
 227.1 -60.6 -65.9  50 260  61.0     10943 37.956 -74.606        33.36
 226.9 -60.6 -66.0  50 260  61.0     10950 37.956 -74.606        33.38
 226.7 -60.6 -66.0  50 260  61.1     10954 37.956 -74.605        33.40
 226.5 -60.7 -66.0  50 260  61.2     10958 37.956 -74.604        33.41
 226.3 -60.7 -65.9  51 260  61.2     10961 37.956 -74.604        33.43
 226.2 -60.7 -65.9  51 260  61.3     10966 37.956 -74.603        33.45
 226.0 -60.7 -65.8  52 259  61.3     10971 37.956 -74.602        33.46
 225.8 -60.8 -65.8  52 259  61.4     10976 37.956 -74.601        33.48
 225.7 -60.8 -65.7  53 259  61.4     10981 37.956 -74.601        33.50
 225.5 -60.8 -65.6  54 259  61.4     10984 37.957 -74.600        33.51
 225.4 -60.9 -65.6  55 259  61.5     10987 37.957 -74.599        33.53
 225.2 -60.9 -65.5  55 259  61.5     10991 37.957 -74.599        33.55
 225.1 -60.9 -65.5  56 259  61.5     10997 37.957 -74.598        33.56
 224.9 -61.0 -65.4  57 259  61.5     11001 37.957 -74.597        33.58
 224.7 -61.1 -65.4  57 259  61.6     11006 37.957 -74.597        33.60
 224.5 -61.1 -65.4  58 259  61.6     11011 37.957 -74.596        33.61
 224.4 -61.2 -65.3  59 259  61.6     11015 37.957 -74.595        33.63
 224.2 -61.2 -65.3  60 259  61.6     11021 37.957 -74.595        33.65
 224.0 -61.3 -65.1  61 259  61.6     11027 37.958 -74.594        33.66
 223.8 -61.3 -65.0  62 259  61.5     11032 37.958 -74.593        33.68
 223.6 -61.3 -64.9  63 259  61.5     11036 37.958 -74.593        33.70
 223.5 -61.4 -64.8  64 259  61.5     11041 37.958 -74.592        33.71
 223.3 -61.4 -64.7  65 259  61.5     11047 37.958 -74.591        33.73
 223.1 -61.5 -64.7  66 259  61.4     11052 37.958 -74.591        33.75
 222.9 -61.5 -64.6  67 258  61.4     11056 37.958 -74.590        33.76
 222.8 -61.5 -64.6  67 258  61.3     11060 37.958 -74.589        33.78
 222.6 -61.5 -64.6  67 258  61.3     11065 37.958 -74.588        33.80
 222.4 -61.5 -64.6  67 258  61.2     11069 37.959 -74.588        33.81
 222.3 -61.6 -64.7  67 258  61.1     11075 37.959 -74.587        33.83
 222.1 -61.6 -64.8  66 258  61.1     11080 37.959 -74.586        33.85
 221.9 -61.6 -64.9  66 258  61.0     11084 37.959 -74.586        33.86
 221.8 -61.6 -65.0  65 258  60.9     11088 37.959 -74.585        33.88
 221.6 -61.6 -65.1  64 258  60.8     11094 37.959 -74.584        33.90
 221.4 -61.7 -65.2  63 258  60.7     11097 37.959 -74.584        33.91
 221.2 -61.7 -65.3  62 258  60.6     11103 37.959 -74.583        33.93
 221.1 -61.7 -65.5  62 258  60.5     11108 37.959 -74.582        33.95
 220.9 -61.7 -65.6  61 258  60.4     11112 37.960 -74.582        33.96
 220.7 -61.7 -65.7  60 258  60.4     11118 37.960 -74.581        33.98
 220.5 -61.7 -65.8  59 258  60.3     11122 37.960 -74.580        34.00
 220.3 -61.7 -65.9  58 258  60.2     11128 37.960 -74.580        34.01
 220.2 -61.7 -66.0  58 258  60.1     11134 37.960 -74.579        34.03
 220.0 -61.8 -66.1  57 258  60.1     11138 37.960 -74.578        34.05
 219.8 -61.8 -66.2  56 258  60.0     11143 37.960 -74.578        34.06
 219.6 -61.9 -66.4  56 258  60.0     11149 37.960 -74.577        34.08
 219.4 -61.9 -66.5  55 258  59.9     11154 37.960 -74.576        34.10
 219.2 -61.9 -66.6  54 258  59.9     11160 37.961 -74.576        34.11
 219.1 -61.9 -66.7  54 258  59.9     11165 37.961 -74.575        34.13
 218.9 -62.0 -66.8  53 258  59.9     11170 37.961 -74.574        34.15
 218.7 -62.0 -66.9  52 258  60.0     11174 37.961 -74.574        34.16
 218.5 -62.0 -67.0  52 258  60.0     11179 37.961 -74.573        34.18
 218.4 -62.0 -67.1  51 258  60.1     11183 37.961 -74.572        34.20
 218.2 -61.9 -67.1  51 258  60.1     11188 37.961 -74.572        34.21
 218.1 -61.8 -67.1  50 258  60.2     11193 37.961 -74.571        34.23
 217.9 -61.7 -67.0  50 258  60.3     11197 37.961 -74.570        34.25
 217.7 -61.5 -66.8  50 258  60.4     11202 37.962 -74.570        34.26
 217.6 -61.4 -66.8  50 258  60.6     11207 37.962 -74.569        34.28
 217.4 -61.4 -66.8  50 258  60.7     11211 37.962 -74.568        34.30
 217.2 -61.5 -66.9  49 258  60.9     11216 37.962 -74.568        34.31
 217.1 -61.5 -66.9  49 258  61.0     11219 37.962 -74.567        34.33
 216.9 -61.5 -67.0  49 258  61.2     11224 37.962 -74.566        34.35
 216.7 -61.5 -67.0  49 258  61.4     11229 37.962 -74.566        34.36
 216.5 -61.5 -67.0  49 258  61.5     11235 37.962 -74.565        34.38
 216.4 -61.5 -67.0  49 258  61.7     11241 37.963 -74.564        34.40
 216.2 -61.5 -67.0  49 258  61.9     11247 37.963 -74.564        34.41
 216.0 -61.5 -67.0  49 258  62.1     11253 37.963 -74.563        34.43
 215.8 -61.5 -66.9  49 258  62.3     11258 37.963 -74.562        34.45
 215.6 -61.4 -66.8  50 258  62.4     11263 37.963 -74.562        34.46
 215.4 -61.4 -66.8  50 258  62.6     11267 37.963 -74.561        34.48
 215.3 -61.3 -66.8  49 258  62.8     11273 37.963 -74.560        34.50
 215.1 -61.3 -66.8  49 258  63.0     11278 37.963 -74.560        34.51
 215.0 -61.3 -66.9  49 258  63.1     11282 37.964 -74.559        34.53
 214.8 -61.3 -66.9  48 258  63.2     11285 37.964 -74.558        34.55
 214.7 -61.2 -67.0  47 258  63.4     11288 37.964 -74.557        34.56
 214.5 -61.1 -67.0  46 259  63.5     11293 37.964 -74.557        34.58
 214.4 -61.1 -67.1  45 259  63.6     11298 37.964 -74.556        34.60
 214.2 -61.0 -67.2  45 259  63.7     11302 37.964 -74.555        34.61
 214.1 -60.9 -67.3  44 259  63.8     11306 37.964 -74.555        34.63
 213.9 -60.8 -67.4  43 259  63.9     11312 37.964 -74.554        34.65
 213.8 -60.8 -67.5  42 259  64.0     11316 37.964 -74.553        34.66
 213.6 -60.8 -67.6  41 259  64.1     11320 37.965 -74.552        34.68
 213.5 -60.8 -67.7  41 259  64.2     11325 37.965 -74.552        34.70
 213.3 -60.8 -67.8  40 259  64.2     11329 37.965 -74.551        34.71
 213.1 -60.8 -67.8  40 259  64.3     11335 37.965 -74.550        34.73
 213.0 -60.8 -67.9  39 259  64.3     11339 37.965 -74.549        34.75
 212.8 -60.8 -67.9  39 259  64.4     11344 37.965 -74.549        34.76
 212.7 -60.8 -68.0  39 259  64.4     11349 37.965 -74.548        34.78
 212.5 -60.7 -68.0  39 259  64.4     11353 37.965 -74.547        34.80
 212.3 -60.7 -68.0  39 259  64.5     11357 37.965 -74.547        34.81
 212.2 -60.8 -68.0  39 259  64.5     11363 37.965 -74.546        34.83
 212.0 -60.8 -68.1  38 259  64.5     11367 37.966 -74.545        34.85
 211.8 -60.8 -68.2  38 259  64.6     11371 37.966 -74.545        34.86
 211.7 -60.8 -68.3  37 259  64.6     11376 37.966 -74.544        34.88
 211.5 -60.9 -68.5  37 260  64.6     11382 37.966 -74.543        34.90
 211.3 -60.8 -68.6  36 260  64.6     11388 37.966 -74.542        34.91
 211.1 -60.8 -68.7  36 260  64.6     11394 37.966 -74.542        34.93
 210.8 -60.7 -68.7  35 260  64.6     11401 37.966 -74.541        34.95
 210.6 -60.6 -68.8  34 260  64.6     11408 37.966 -74.540        34.96
 210.4 -60.5 -68.9  33 260  64.7     11415 37.966 -74.539        34.98
 210.2 -60.5 -69.0  33 260  64.7     11421 37.966 -74.539        35.00
 210.0 -60.5 -69.0  33 260  64.7     11427 37.967 -74.538        35.01
 209.7 -60.4 -68.9  33 260  64.7     11434 37.967 -74.537        35.03
 209.5 -60.4 -68.9  33 260  64.7     11441 37.967 -74.536        35.05
 209.4 -60.4 -68.9  33 260  64.7     11443 37.967 -74.536        35.06
